BirdID,RightTarsus,BodyMass,WingLength,HeadBill,BirthYear,SexEstimate,Observer,CatchTime,Ageclass,Island,Lifespan,ReproductiveOutput,Status,Moult,BirthDate,BirthFieldPeriodID,LastSeenYea,CatchID,FieldPeriodID,OccasionDate,OccasionID,dtemp,dtmin,dtmax,drainfall,OccasionYear,ageatsamp,fys,SurvStatus
1570,25.925,15.975,70,36.833333333333336,1999,1,DR,11:00:00,FL,CN,5,NA,FL,NA,1999-10-07,28,2004,177,29,1999-12-06,1010,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1
1572,24.95,15.100000000000001,68,36.75,2000,1,DR,16:15:00,FL,CN,4,2,FL,NA,2000-05-30,39,2004,98,39,2000-07-29,1016,26.18234519836856,22.6,30.5,NA,2000,0.2,1,1
1573,23.5,14.2,66,36.2,2000,0,DR,16:20:00,OFL,CN,2,NA,OFL,NA,2000-03-31,39,2002,99,39,2000-07-29,1016,27.155747126436783,22.9,33.5,NA,2000,0.3,1,1
1574,25.2,15.4,69,36.8,2000,1,DR,17:40:00,FL,CN,0,NA,FL,NA,2000-05-30,39,2000,100,39,2000-07-29,1016,26.18234519836856,22.6,30.5,NA,2000,0.2,0,1
1575,24.8,14,64,36.1,2000,0,DR,07:00:00,OFL,CN,1,NA,OFL,NA,2000-04-03,39,2001,1,39,2000-08-01,1018,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1
1576,23.9,14.25,67.5,35.8,2000,0,DR,15:45:00,OFL,CN,10,1,OFL,NA,2000-04-03,39,2010,3,39,2000-08-01,1018,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1
1577,25.97142857142857,16.7625,70.85714285714286,37.05714285714286,2000,1,DR,08:30:00,OFL,CN,13,10,OFL,NA,2000-04-04,39,2013,9,39,2000-08-02,1019,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1
1578,24.9,14.7,67,36.5,2000,1,DR,09:00:00,FL,CN,2,2,FL,NA,2000-06-04,39,2002,19,39,2000-08-03,1020,26.172015820046965,22.6,30.5,NA,2000,0.2,1,1
1579,25.5,17,69.5,37.5,2000,1,DR,10:00:00,FL,CN,8,12,FL,NA,2000-06-04,39,2008,21,39,2000-08-03,1020,26.172015820046965,22.6,30.5,NA,2000,0.2,1,1
1580,24.14,15.54,64.6,36.88,2000,0,DR,09:20:00,FL,CN,15,15,FL,NA,2000-06-05,39,2015,29,39,2000-08-04,1021,26.172015820046965,22.6,30.5,NA,2000,0.2,1,1
1581,25.933333333333334,16.866666666666667,68.66666666666667,36.56666666666666,2000,1,DR,10:25:00,OFL,CN,9,8,OFL,NA,2000-04-06,39,2009,31,39,2000-08-04,1021,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1
1582,26,16.5,69,37.1,2000,1,DR,10:40:00,OFL,CN,0,NA,OFL,NA,2000-04-06,39,2000,33,39,2000-08-04,1021,26.731800766283527,22.9,31.8,NA,2000,0.3,0,1
1583,26,15.6,70,36.7,2000,1,DR,16:45:00,OFL,CN,2,NA,OFL,NA,2000-04-06,39,2002,35,39,2000-08-04,1021,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1
1584,23.1,13.6,66,35.9,1999,0,DR,11:20:00,SA,CN,1,NA,U,NA,1999-12-09,28,2000,43,39,2000-08-05,1022,NA,NA,NA,NA,2000,0.7,1,1
1585,25.3,15.4,71,37.4,2000,1,DR,12:00:00,FL,CN,2,NA,FL,NA,2000-06-06,39,2002,45,39,2000-08-05,1022,26.172015820046965,22.6,30.5,NA,2000,0.2,1,1
1586,24.4,14.7,68,35,2000,0,DR,15:00:00,OFL,CN,1,NA,OFL,NA,2000-04-07,39,2001,47,39,2000-08-05,1022,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1
1587,25.7,16.933333333333334,68,36.8,1999,1,DR,14:25:00,A,CN,9,8,BrM,NA,1999-08-08,28,2008,57,39,2000-08-07,4583,26.703846153846154,22.1,32.1,148,2000,1,1,1
1588,23.5,13.8,65,36,2000,0,DR,15:10:00,OFL,CN,4,4,OFL,NA,2000-04-09,39,2004,59,39,2000-08-07,4583,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1
1589,23.45,14.7,64.25,36.125,2000,0,DR,15:30:00,OFL,CN,8,6,OFL,NA,2000-04-09,39,2008,61,39,2000-08-07,4583,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1
1590,26.433333333333334,16.366666666666667,68,37.46666666666667,2000,1,DR,11:45:00,FL,CN,5,6,FL,NA,2000-06-11,39,2005,67,39,2000-08-10,1024,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1
1591,25.933333333333334,16.35,68.83333333333333,37.06666666666667,2000,1,DR,08:45:00,FL,CN,5,NA,FL,NA,2000-06-12,39,2005,69,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1
1592,24.3,15,70,36.5,2000,0,DR,09:15:00,FL,CN,1,NA,FL,NA,2000-06-12,39,2001,71,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1
1593,25.6,16.2,69.5,37.05,2000,1,DR,09:15:00,FL,CN,8,4,FLOAT,NA,2000-06-12,39,2008,73,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1
1594,24.5,14.5,67,35.9,2000,1,DR,11:15:00,FL,CN,1,NA,FL,NA,2000-06-12,39,2001,75,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1
1595,24.5,15.4,68,35.9,2000,1,DR,17:20:00,OFL,CN,7,2,OFL,NA,2000-04-13,39,2007,77,39,2000-08-11,1025,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1
1596,24.6,15.1,70,36.4,2000,1,DR,15:15:00,FL,CN,0,NA,FL,NA,2000-06-13,39,2000,82,39,2000-08-12,1026,26.44567853170189,22.4,31.4,6.2,2000,0.2,0,1
1597,24.9,15.2,66,36.86666666666667,2000,0,DR,16:45:00,OFL,CN,4,4,OFL,NA,2000-04-14,39,2004,84,39,2000-08-12,1026,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1
1598,24.2,14.899999999999999,68,36.25,2000,0,DR,17:20:00,OFL,CN,7,4,OFL,NA,2000-04-14,39,2007,86,39,2000-08-12,1026,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1
1603,23.6,14.366666666666667,66,36.4,2000,0,DR,16:30:00,A,CN,5,NA,BrF,NA,2000-06-30,39,2005,2500,40,2001-06-30,1028,26.44567853170189,22.4,31.4,6.2,2001,1,1,1
1604,24.366666666666667,16.233333333333334,68.33333333333333,36.8,2000,1,DR,16:45:00,SA,CN,13,13,ABX,NA,2000-11-05,39,2013,2502,40,2001-07-03,1029,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1605,23.928571428571427,14.657142857142857,66.57142857142857,36,2000,0,DR,07:30:00,SA,CN,15,19,ABX,NA,2000-11-06,39,2015,2505,40,2001-07-04,1030,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1606,26.2,16.925,70.75,37.45,2000,1,DR,16:30:00,A,CN,6,7,U,NA,2000-07-04,39,2006,2506,40,2001-07-04,1030,26.54021505376344,22.4,31.4,6.2,2001,1,1,1
1607,24.8,16.81111111111111,68.72222222222223,36.31111111111111,2001,1,DR,08:30:00,A,CN,14,5,ABX,NA,2001-06-24,40,2015,2652,41,2002-07-18,1051,26.9602047146402,21.5,32,5.9,2002,1.1,1,1
1608,24.566666666666666,15.766666666666667,68.5,36.699999999999996,2000,1,DR,16:00:00,SA,CN,7,5,BrM,NA,2000-11-08,39,2007,2508,40,2001-07-06,1032,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1609,24.866666666666667,15.566666666666666,69,36.65,2001,1,DR,15:30:00,FL,CN,2,1,FL,NA,2001-06-21,40,2003,2509,40,2001-07-07,1033,26.9602047146402,21.5,32,5.9,2001,0,1,1
1610,27.1,17.133333333333333,69,37.5,2000,1,DR,10:15:00,SA,CN,7,9,BrM,NA,2000-11-10,39,2007,2510,40,2001-07-08,1034,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1611,24.8,15.700000000000001,70.33333333333333,37.233333333333334,2000,1,DR,08:20:00,A,CN,12,7,SEEN2,NA,2000-07-10,39,2012,2511,40,2001-07-10,1035,26.70182795698925,22.4,32.5,59.800000000000004,2001,1,1,1
1612,24.4,14.5,67,36.75,2000,0,DR,10:20:00,SA,CN,3,3,BrF,NA,2000-11-12,39,2003,2512,40,2001-07-10,1035,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1613,24.1,13.6,66,35.9,2001,0,DR,11:30:00,OFL,CN,0,NA,OFL,NA,2001-03-13,40,2001,2514,40,2001-07-11,1036,27.31759240479016,21.8,32.9,NA,2001,0.3,0,1
1614,24.3,14.959999999999999,66.375,36.175,2001,0,DR,12:20:00,FL,CN,20,3,FL,NA,2001-05-13,40,2021,2515,40,2001-07-12,1037,26.61739265292912,21.5,31,NA,2001,0.2,1,1
1615,24.8,16,67,37,2000,1,JD,12:40:00,A,CN,1,NA,BrM,NA,2000-07-17,39,2001,2516,40,2001-07-17,1038,26.70182795698925,22.4,32.5,59.800000000000004,2001,1,1,1
1616,26.54285714285714,16.957142857142856,69.64285714285714,38.114285714285714,2000,1,JD,08:05:00,SA,CN,12,20,ABX,NA,2000-11-20,39,2012,2517,40,2001-07-18,1039,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1617,24.95,15.2,66.5,37.1,2000,0,JD,10:55:00,A,CN,11,4,BrF,NA,2000-07-23,39,2011,2519,40,2001-07-23,1041,26.70182795698925,22.4,32.5,59.800000000000004,2001,1,1,1
1619,24.6,13.2,65,36.7,2001,0,JC,09:45:00,A,CN,1,NA,FLOAT,NA,2001-07-14,40,2002,2668,41,2002-07-22,1056,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1623,26.5,16.85,69.5,37.65,2001,1,JC,17:00:00,A,CN,4,4,U,NA,2001-07-15,40,2005,2747,41,2002-08-29,1094,27.361898263027296,21.5,32.8,113.8,2002,1.1,1,1
1660,24.914285714285715,14.72857142857143,65.92857142857143,35.85714285714286,2002,0,DR,09:20:00,OFL,CN,14,1,AB,NA,2002-03-18,41,2016,2638,41,2002-07-16,1049,27.377849462365592,22.2,32.5,NA,2002,0.3,1,1
1661,25.9,13.1,67,36.2,2002,1,DR,10:00:00,J,CN,0,NA,FLOAT,NA,2002-04-17,41,2002,2639,41,2002-07-16,1049,26.713682795698926,22.2,32.3,NA,2002,0.2,0,1
1662,25.2,13.4,67,36.2,2002,0,DR,08:00:00,OFL,CN,0,NA,SEEN2,NA,2002-03-19,41,2002,2649,41,2002-07-17,1050,27.377849462365592,22.2,32.5,NA,2002,0.3,0,1
1663,26.5,17.4,70,37.2,2001,1,DR,15:00:00,A,CN,1,NA,ABX,NA,2001-07-17,40,2002,2650,41,2002-07-17,1050,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1664,23.66,13.9,67,35.9,2001,0,DR,09:15:00,SA,CN,8,NA,ABX,NA,2001-11-21,40,2009,2656,41,2002-07-19,1052,27.325806451612902,23.6,32.7,218.9,2002,0.7,1,1
1665,24.533333333333335,13.9,68,36.166666666666664,2001,0,DR,11:00:00,SA,CN,4,2,ABX,NA,2001-11-21,40,2005,2658,41,2002-07-19,1052,27.325806451612902,23.6,32.7,218.9,2002,0.7,1,1
1666,25.35,16.525,71,36.7,2001,1,DR,10:45:00,A,CN,3,3,BrM,NA,2001-07-20,40,2004,2660,41,2002-07-20,1053,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1667,24.8,15.55,65,36.150000000000006,2001,1,JC,08:00:00,SA,CN,2,NA,H,NA,2001-11-24,40,2003,2666,41,2002-07-22,1056,27.325806451612902,23.6,32.7,218.9,2002,0.7,1,1
1668,NA,15.6,67,36.2,2002,1,JC,12:00:00,J,CN,1,NA,U,NA,2002-04-25,41,2003,2673,41,2002-07-24,1057,26.713682795698926,22.2,32.3,NA,2002,0.2,1,1
1669,25.228571428571428,15.042857142857143,66.14285714285714,35.08571428571429,2001,0,JC,15:15:00,A,CN,14,4,SEEN1,NA,2001-07-24,40,2015,2674,41,2002-07-24,1057,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1670,26.1,15.85,69,36.9,2001,1,ArD,10:15:00,A,CN,5,5,BrM,NA,2001-07-26,40,2006,2676,41,2002-07-26,1058,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1671,26.4,16,69,37,2002,1,ArD,16:15:00,J,CN,9,1,OFL,NA,2002-04-27,41,2011,2640,41,2002-07-26,1058,26.713682795698926,22.2,32.3,NA,2002,0.2,1,1
1672,23.966666666666665,16.1,66,36.36666666666667,2001,0,ArD,16:30:00,A,CN,6,7,BrF,NA,2001-07-28,40,2007,2681,41,2002-07-28,1060,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1673,24.433333333333334,14.025,65.66666666666667,36.266666666666666,2001,0,ArD,09:30:00,A,CN,3,1,H,NA,2001-07-31,40,2004,2685,41,2002-07-31,1066,27.361898263027296,21.5,32.8,113.8,2002,1,1,1
1674,25.1,15.3,68,36.45,2001,0,JC,15:15:00,SA,CN,4,4,BrF,NA,2001-12-03,40,2005,2688,41,2002-07-31,1067,NA,NA,NA,NA,2002,0.7,1,1
1675,23.2,15.2,65,35.5,2002,0,JC,08:15:00,OFL,CN,1,NA,OFL,NA,2002-04-03,41,2003,2689,41,2002-08-01,1069,27.05379928315412,22.2,32.3,NA,2002,0.3,1,1
1676,24.6,13.5,66,35.3,2001,1,JC,08:30:00,SA,CN,1,1,ABX,NA,2001-12-04,40,2002,2690,41,2002-08-01,1069,NA,NA,NA,NA,2002,0.7,1,1
1677,25.4,14.9,67,35.4,2001,1,ArD,11:00:00,SA,CN,4,1,ABX,NA,2001-12-06,40,2005,2695,41,2002-08-03,1072,NA,NA,NA,NA,2002,0.7,1,1
1678,23.25,14.875,65.375,35.525,2002,0,KH,09:18:00,A,CN,11,6,BrF,NA,2002-07-21,41,2013,4409,37,2005-08-10,1674,26.67,22.5,32,327.25,2005,3.1,1,1
1681,26.6,16.6,67,37.2,2001,1,JC,18:00:00,SA,CN,1,NA,ABX,NA,2001-12-06,40,2002,2702,41,2002-08-03,1073,NA,NA,NA,NA,2002,0.7,1,1
1682,25.6,16.475,69,36.975,2001,1,JC,11:15:00,SA,CN,7,4,FLOAT,NA,2001-12-10,40,2008,2703,41,2002-08-07,1074,NA,NA,NA,NA,2002,0.7,1,1
1683,25.2,16,68,36,2001,1,JC,12:30:00,A,CN,3,NA,BrM,NA,2001-08-07,40,2004,2704,41,2002-08-07,1074,27.676079404466503,22.6,32.8,113.8,2002,1,1,1
1684,26.066666666666666,17,70.66666666666667,37.166666666666664,2000,1,JD,07:30:00,SA,CN,11,1,ABX,NA,2000-11-24,39,2011,2518,40,2001-07-22,1040,27.461290322580645,22.8,32.7,500.8,2001,0.7,1,1
1685,24.233333333333334,15.5,65,36.5,2002,0,CE,07:30:00,A,CN,8,4,BrF,NA,2002-07-30,41,2010,3003,30,2003-07-30,1180,26.67,22.5,32,327.25,2003,1,1,1
1695,26.333333333333332,16.433333333333334,69.66666666666667,36.93333333333334,2001,1,JC,08:30:00,A,CN,5,5,BrM,NA,2001-09-12,40,2006,2778,41,2002-09-12,1107,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1696,25.4,16.1,68,36.55,2002,1,JC,11:45:00,FL,CN,9,NA,FL,NA,2002-07-31,41,2011,2780,41,2002-09-12,1107,26.67,22.5,32,327.25,2002,0.1,1,1
1697,25.549999999999997,14.8,66.5,36.55,2002,0,JC,11:45:00,SA,CN,5,4,ABX,NA,2002-01-15,40,2007,2781,41,2002-09-12,1107,28.031307603686635,22.8,32.7,NA,2002,0.7,1,1
1698,26.78,17.68,69,37.56,2001,1,JC,17:15:00,A,CN,9,4,ABX,NA,2001-09-12,40,2010,2785,41,2002-09-12,1107,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1699,26.433333333333334,16.9,69.66666666666667,37.733333333333334,2002,1,JC,17:15:00,SA,CN,4,4,ABX,NA,2002-01-15,40,2006,2786,41,2002-09-12,1107,28.031307603686635,22.8,32.7,NA,2002,0.7,1,1
1700,24.2,15.2,62,35.8,2001,0,JC,15:15:00,SA,CN,4,1,ABX,NA,2001-12-10,40,2005,2705,41,2002-08-07,1074,NA,NA,NA,NA,2002,0.7,1,1
1701,23.6,14.5,67,35.7,2001,0,JC,16:45:00,A,CN,1,1,ABX,NA,2001-08-08,40,2002,2706,41,2002-08-08,1075,27.676079404466503,22.6,32.8,113.8,2002,1,1,1
1702,24.12857142857143,16.0875,68.3125,37.0875,2002,1,LB,09:20:00,A,CN,8,5,AB,NA,2002-08-03,41,2010,2972,30,2003-06-23,1142,26.995555555555555,22.5,32,327.25,2003,0.9,1,1
1705,23.833333333333332,14.9,66.66666666666667,36.63333333333333,2002,0,DR,15:00:00,A,CN,3,4,H,NA,2002-08-06,41,2005,2997,30,2003-06-07,1124,26.995555555555555,22.5,32,327.25,2003,0.8,1,1
1706,26.9,15.8,69,37,2001,1,JC,16:45:00,SA,CN,1,NA,ABX,NA,2001-12-18,40,2002,2713,41,2002-08-15,1080,NA,NA,NA,NA,2002,0.7,1,1
1707,24.4375,15.15,64.875,35.5375,2001,0,JC,15:00:00,SA,CN,18,8,ABX,NA,2001-12-19,40,2019,2716,41,2002-08-16,1081,NA,NA,NA,NA,2002,0.7,1,1
1708,25.46666666666667,15.533333333333333,68.66666666666667,36.61666666666667,2001,1,JC,09:00:00,SA,CN,16,8,ABX,NA,2001-12-20,40,2017,2720,41,2002-08-17,1083,NA,NA,NA,NA,2002,0.7,1,1
1709,24.8,15.2,69,36.75,2001,1,ArD,10:45:00,SA,CN,4,1,ABX,NA,2001-12-20,40,2005,2721,41,2002-08-17,1082,NA,NA,NA,NA,2002,0.7,1,1
1710,25.644444444444446,16.733333333333334,68.77777777777777,36.544444444444444,2002,1,ArD,08:30:00,J,CN,14,11,U,NA,2002-05-21,41,2016,2722,41,2002-08-19,1084,26.36274193548387,22.2,30.5,NA,2002,0.2,1,1
1711,25.6,16.966666666666665,70.33333333333333,36.733333333333334,2001,1,ArD,09:45:00,SA,CN,4,2,ABX,NA,2001-12-22,40,2005,2724,41,2002-08-19,1084,NA,NA,NA,NA,2002,0.7,1,1
1712,24.3,16.1,67,36.8,2001,0,JC,09:45:00,A,CN,4,NA,ABX,NA,2001-08-19,40,2005,2725,41,2002-08-19,1085,27.588511166253102,22.6,32.8,148.83333333333334,2002,1,1,1
1714,26.866666666666667,15.866666666666667,68.33333333333333,37.9,2001,1,ArD,08:50:00,SA,CN,6,2,B,NA,2001-12-25,40,2007,2729,41,2002-08-22,1087,NA,NA,NA,NA,2002,0.7,1,1
1715,24,14,65,35.9,2001,0,ArD,17:30:00,A,CN,1,NA,H,NA,2001-08-22,40,2002,2732,41,2002-08-22,1087,27.588511166253102,22.6,32.8,148.83333333333334,2002,1,1,1
1716,24.725,15.275,65.25,35.975,2002,0,ArD,08:45:00,FL,CN,13,9,FL,NA,2002-07-20,41,2015,2734,41,2002-08-23,1089,26.67,22.5,32,327.25,2002,0.1,1,1
1717,24.4,15.925,64.375,35.975,2001,0,JC,11:00:00,A,CN,15,6,BrF,NA,2001-08-23,40,2016,2736,41,2002-08-23,1090,27.588511166253102,22.6,32.8,148.83333333333334,2002,1,1,1
1718,25.3,14.8,68,36.6,2001,1,JC,11:00:00,SA,CN,4,1,BrM,NA,2001-12-26,40,2005,2737,41,2002-08-23,1090,NA,NA,NA,NA,2002,0.7,1,1
1719,26.5,17.6,70,36.8,2001,1,JC,15:00:00,SA,CN,4,NA,B,NA,2001-12-26,40,2005,2738,41,2002-08-23,1090,NA,NA,NA,NA,2002,0.7,1,1
1720,26,15.9,69.16666666666667,37.43333333333334,2001,1,JC,12:30:00,SA,CN,5,2,ABX,NA,2001-12-28,40,2006,2739,41,2002-08-25,1091,NA,NA,NA,NA,2002,0.7,1,1
1721,26.1,16,70.5,37.6,2001,1,JC,12:45:00,SA,CN,5,NA,ABX,NA,2001-12-28,40,2006,2740,41,2002-08-25,1091,NA,NA,NA,NA,2002,0.7,1,1
1722,26.04,17,66.5,36.64,2001,1,ArD,09:00:00,A,CN,11,7,BrM,NA,2001-08-27,40,2012,2741,41,2002-08-27,1092,27.588511166253102,22.6,32.8,148.83333333333334,2002,1,1,1
1723,25.933333333333334,15.533333333333333,69,37.13333333333333,2002,1,ArD,09:30:00,J,CN,2,1,U,NA,2002-05-31,41,2004,2742,41,2002-08-29,1093,26.36274193548387,22.2,30.5,NA,2002,0.2,1,1
1724,25.9,16,67,36.6,2001,1,ArD,09:30:00,A,CN,3,1,U,NA,2001-08-29,40,2004,2743,41,2002-08-29,1093,27.588511166253102,22.6,32.8,148.83333333333334,2002,1,1,1
1725,25.233333333333334,15.966666666666667,67,36.733333333333334,2002,0,JC,16:15:00,SA,CN,3,3,ABX,NA,2002-01-01,40,2005,2746,41,2002-08-29,1094,28.012711213517665,22.8,32.7,NA,2002,0.7,1,1
1726,26.2,16.7,68.66666666666667,37.7,2002,1,ArD,15:15:00,FL,CN,13,1,OFL,NA,2002-07-01,41,2015,2641,41,2002-08-30,1095,26.491111111111113,22.5,30.8,437.1,2002,0.2,1,1
1727,26.4,16,69,37,2002,1,ArD,16:30:00,SA,CN,0,NA,ABX,NA,2002-01-03,40,2002,2748,41,2002-08-31,1096,28.012711213517665,22.8,32.7,NA,2002,0.7,0,1
1728,26.05,16.85,67.5,36.95,2002,1,ArD,17:30:00,SA,CN,3,1,U,NA,2002-01-03,40,2005,2749,41,2002-08-31,1096,28.012711213517665,22.8,32.7,NA,2002,0.7,1,1
1729,26.183333333333334,16.025,69.625,36.85,2001,1,ArD,10:30:00,A,CN,14,15,BrM,NA,2001-09-01,40,2015,2750,41,2002-09-01,1097,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1730,25.6,16.15,70,37.4,2002,1,ArD,12:45:00,SA,CN,4,1,ABX,NA,2002-01-04,40,2006,2751,41,2002-09-01,1097,28.012711213517665,22.8,32.7,NA,2002,0.7,1,1
1731,25.39,16.333333333333332,69.77777777777777,36.6,2002,1,ArD,17:00:00,FL,CN,11,11,FL,NA,2002-07-21,41,2013,2753,41,2002-09-01,1097,26.67,22.5,32,327.25,2002,0.1,1,1
1735,24.3,15.5,68,36.4,2001,0,ArD,15:15:00,A,CN,3,3,H,NA,2001-09-03,40,2004,2757,41,2002-09-03,1099,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1736,24.3,15.5,66,35,2002,0,ArD,09:30:00,FL,CN,2,NA,FL,NA,2002-08-05,41,2004,2761,41,2002-09-04,1100,26.995555555555555,22.5,32,327.25,2002,0.1,1,1
1739,25.08,16.060000000000002,67.2,36.08,2002,1,ArD,15:00:00,FL,CN,6,5,FL,NA,2002-07-26,41,2008,2766,41,2002-09-10,1103,26.67,22.5,32,327.25,2002,0.1,1,1
1740,24.933333333333334,15.38888888888889,65.66666666666667,36.13333333333333,2001,0,ArD,10:00:00,A,CN,8,6,ABX,NA,2001-09-10,40,2009,2767,41,2002-09-10,1103,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1741,23.6,14,62,35.2,2002,0,ArD,09:00:00,FL,CN,0,NA,FL,NA,2002-07-21,41,2002,2770,41,2002-09-11,1104,26.67,22.5,32,327.25,2002,0.1,0,1
1742,25.3,15.4625,66.3125,36.6375,2002,1,ArD,10:15:00,FL,CN,6,4,FL,NA,2002-07-28,41,2008,2771,41,2002-09-11,1104,26.67,22.5,32,327.25,2002,0.1,1,1
1743,25.233333333333334,16.633333333333333,68.25,36.33333333333333,2002,1,JC,12:30:00,FL,CN,7,NA,FL,NA,2002-08-05,41,2009,2775,41,2002-09-11,1105,26.995555555555555,22.5,32,327.25,2002,0.1,1,1
1744,25.32857142857143,15.9,68.92857142857143,36.042857142857144,2001,1,ArD,09:45:00,A,CN,9,11,BrM,NA,2001-09-13,40,2010,2787,41,2002-09-13,1108,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1745,26.6,16.85,67,37.6,2002,1,ArD,09:45:00,SA,CN,2,NA,ABX,NA,2002-01-16,40,2004,2788,41,2002-09-13,1108,28.031307603686635,22.8,32.7,NA,2002,0.7,1,1
1746,24.5,14.5,68,36.3,2002,0,ArD,10:00:00,FL,CN,1,NA,OFL,NA,2002-06-30,41,2003,2789,41,2002-09-13,1108,26.436075268817206,22.2,30.8,437.1,2002,0.2,1,1
1747,25.65,15.9,67.25,37.1,2002,1,ArD,11:00:00,FL,CN,2,NA,FL,NA,2002-07-25,41,2004,2790,41,2002-09-16,1109,26.67,22.5,32,327.25,2002,0.1,1,1
1748,25.6,15.5,68,35.4,2002,1,ArD,11:00:00,FL,CN,0,NA,FL,NA,2002-07-17,41,2002,2791,41,2002-09-17,1110,26.67,22.5,32,327.25,2002,0.2,0,1
1749,25.9,NA,67,36.2,2002,1,ArD,11:15:00,FL,CN,1,NA,FL,NA,2002-08-14,41,2003,2642,41,2002-09-17,1110,27.133763440860214,22.5,32.5,267.73333333333335,2002,0.1,1,1
1750,26.009999999999998,16.87,69.2,37.63,2002,1,ArD,12:10:00,FL,CN,13,12,FL,NA,2002-07-29,41,2015,2792,41,2002-09-17,1110,26.67,22.5,32,327.25,2002,0.1,1,1
1751,25.9,16.4,68,37.5,2001,1,JC,17:00:00,A,CN,2,NA,BrM,NA,2001-09-17,40,2003,2793,41,2002-09-17,1111,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1752,25.275,16.228571428571428,68.875,36.725,2002,1,ArD,09:15:00,FL,CN,8,6,FL,NA,2002-08-18,41,2010,2643,41,2002-09-18,1112,27.133763440860214,22.5,32.5,267.73333333333335,2002,0.1,1,1
1753,24.275,14.75,66.5,36.85,2002,0,JC,09:15:00,SA,CN,9,8,AB,NA,2002-01-22,41,2011,2795,41,2002-09-19,1115,28.031307603686635,22.8,32.7,NA,2002,0.7,1,1
1754,26.46666666666667,17.7,70.66666666666667,38,2001,1,JC,11:00:00,A,CN,7,5,BrM,NA,2001-09-19,40,2008,2796,41,2002-09-19,1115,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1755,25,15.8,67,35.9,2002,1,JC,17:00:00,FL,CN,0,NA,FL,NA,2002-07-11,41,2002,2799,41,2002-09-19,1115,26.67,22.5,32,327.25,2002,0.2,0,1
1756,25.1,15.975,69,36.975,2001,1,ArD,16:30:00,A,CN,4,1,BrM,NA,2001-09-20,40,2005,2800,41,2002-09-20,1116,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1757,24.46666666666667,15.666666666666668,67,36.71666666666667,2001,0,ArD,09:30:00,A,CN,9,9,BrF,NA,2001-09-23,40,2010,2802,41,2002-09-23,1117,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1758,24.05,14.95,68,36.45,2002,0,JC,09:15:00,FL,CN,3,2,FL,NA,2002-07-10,41,2005,2801,41,2002-09-23,1118,26.67,22.5,32,327.25,2002,0.2,1,1
1759,26.1,16.3,68,37.150000000000006,2001,1,ArD,11:15:00,A,CN,5,2,U,NA,2001-09-25,40,2006,2646,41,2002-09-25,1120,27.66032258064516,22.6,32.8,148.83333333333334,2002,1,1,1
1760,24.6,15,67,36.5,2001,0,ArD,12:30:00,A,CN,5,4,BrF,NA,2001-10-02,40,2006,2807,41,2002-10-02,1122,27.51790322580645,22.6,32.8,220.3,2002,1,1,1
