BirdID,BirthYear,SexEstimate,RightTarsus,BodyMass,WingLength,HeadBill,Observer,CatchTime,Ageclass,Island,Lifespan,ReproductiveOutput,Status,Moult,BirthDate,BirthFieldPeriodID,LastSeenYea,CatchID,FieldPeriodID,OccasionDate,OccasionID,dtemp,dtmin,dtmax,drainfall,OccasionYear,ageatsamp,fys,SurvStatus,founderyear,fYear,Sex
860,1994,1,NA,17.1,70.5,NA,AD,NA,A,CN,4,4,BrM,t,1994-07-03,17,1998,1115,19,1995-07-03,482,26.775089605734767,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
859,1994,0,NA,14.6,67,NA,AD,NA,A,CN,5,4,ABX,n,1994-07-02,17,1999,1116,19,1995-07-02,481,26.775089605734767,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
859,1994,0,NA,NA,NA,NA,NA,NA,A,CN,5,4,TBrF,NA,1994-07-02,17,1999,1117,28,1999-08-19,957,26.775089605734767,21.8,31.7,102.8,1999,5.1,1,1,1990,4,Female
859,1994,0,24.2,NA,70,36.5,DR,17:00:00,A,CN,5,4,BrF,NA,1994-07-02,17,1999,1118,25,1998-07-18,816,26.775089605734767,21.8,31.7,102.8,1998,4,1,1,1990,4,Female
858,1994,0,NA,14.3,67.5,NA,AD,NA,A,CN,7,3,BrF,rl,1994-07-01,17,2001,1119,19,1995-07-01,480,26.775089605734767,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
857,1994,1,NA,16,68,NA,AD,NA,A,CN,4,4,BrM,n,1994-07-01,17,1998,1120,19,1995-07-01,480,26.775089605734767,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
856,1994,1,NA,17.6,68,NA,AD,NA,A,CN,5,2,ABX,n,1994-06-30,17,1999,1121,19,1995-06-30,479,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
855,1994,0,NA,17.9,66.5,NA,AD,NA,A,CN,3,3,BrF,n,1994-06-29,17,1997,1122,19,1995-06-29,478,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
854,1994,1,NA,17.1,69.5,NA,AD,NA,A,CN,3,8,BrM,n,1994-06-29,17,1997,1123,19,1995-06-29,478,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
853,1994,0,NA,15.4,67,NA,AD,NA,A,CN,5,8,BrF,n,1994-06-29,17,1999,1124,19,1995-06-29,478,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
852,1994,1,NA,16.5,65,NA,AD,NA,A,CN,2,NA,BrM,lrt,1994-06-25,17,1996,1125,19,1995-06-25,472,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
851,1994,1,NA,16.4,68.5,NA,AD,NA,A,CN,4,4,BrM,r,1994-06-25,17,1998,1126,19,1995-06-25,472,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
850,1994,0,NA,13.8,66,NA,PE,NA,A,CN,4,NA,BrF,NA,1994-06-21,17,1998,1127,21,1996-06-30,562,26.66148961809418,21.8,31.7,102.8,1996,2,1,1,1990,4,Female
850,1994,0,NA,14.1,64.5,NA,AD,NA,A,CN,4,NA,AB,n,1994-06-21,17,1998,1128,19,1995-06-21,467,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
850,1994,0,23.9,13.4,65.5,NA,KB,10:15:00,A,CN,4,NA,BrF,NA,1994-06-21,17,1998,1129,22,1997-07-27,719,26.66148961809418,21.8,31.7,102.8,1997,3.1,1,1,1990,4,Female
849,1994,1,NA,15.9,68,NA,AD,NA,A,CN,9,11,BrM,t,1994-06-20,17,2003,1130,19,1995-06-20,466,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
849,1994,1,26.5,17.4,69,37.4,KB,12:35:00,A,CN,9,11,BrM,NA,1994-06-20,17,2003,1131,26,1999-01-20,890,26.66148961809418,21.8,31.7,102.8,1999,4.6,1,1,1990,4,Male
849,1994,1,26.4,NA,67.5,37.9,DD,12:35:00,A,CN,9,11,BrM,NA,1994-06-20,17,2003,1132,25,1998-08-03,837,26.66148961809418,21.8,31.7,102.8,1998,4.1,1,1,1990,4,Male
848,1994,0,NA,15.1,NA,NA,AD,NA,SA,CN,6,2,ABX,n,1994-10-22,17,2000,1133,19,1995-07-19,497,27.113118279569893,23.2,32.6,175.05,1995,0.7,1,1,1990,4,Female
848,1994,0,NA,16.4,65.5,NA,AD,NA,SA,CN,6,2,ABX,lrt,1994-10-22,17,2000,1134,19,1995-06-19,463,27.113118279569893,23.2,32.6,175.05,1995,0.7,1,1,1990,4,Female
847,1994,1,NA,15,66.5,NA,AD,NA,A,CN,6,7,ABX,lr,1994-06-19,17,2000,1135,19,1995-06-19,463,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
847,1994,1,25.3,16.6,66,36.8,DR,09:15:00,A,CN,6,7,BrM,NA,1994-06-19,17,2000,1136,25,1998-08-07,844,26.66148961809418,21.8,31.7,102.8,1998,4.1,1,1,1990,4,Male
847,1994,1,25.2,16.3,67,36.7,DD,10:20:00,A,CN,6,7,BrM,NA,1994-06-19,17,2000,1137,25,1998-08-04,839,26.66148961809418,21.8,31.7,102.8,1998,4.1,1,1,1990,4,Male
846,1994,1,NA,15.7,67,NA,AD,NA,A,CN,4,3,ABX,lr,1994-06-18,17,1998,1138,19,1995-06-18,460,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
845,1994,0,NA,14.3,65.5,NA,AD,NA,A,CN,13,13,BrF,n,1994-06-18,17,2007,1139,19,1995-06-18,460,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
844,1994,0,NA,NA,65,NA,AD,NA,A,CN,4,1,ABX,t,1994-06-16,17,1998,1140,19,1995-06-16,456,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
843,1994,0,NA,14.6,65,NA,AD,NA,A,CN,1,NA,ABX,r,1994-06-16,17,1995,1141,19,1995-06-16,456,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
842,1994,1,NA,15.2,64,NA,AD,NA,SA,CN,2,NA,ABX,NA,1994-10-12,17,1996,1142,19,1995-08-11,517,27.113118279569893,23.2,32.6,175.05,1995,0.8,1,1,1990,4,Male
842,1994,1,NA,14.8,67,NA,AD,NA,SA,CN,2,NA,ABX,n,1994-10-12,17,1996,1143,19,1995-06-09,444,27.113118279569893,23.2,32.6,175.05,1995,0.7,1,1,1990,4,Male
841,1995,0,NA,13.4,62,NA,AD,NA,OFL,CN,1,NA,NA,t,1995-02-09,19,1996,1144,19,1995-06-09,444,28.059233556298775,22.8,33.4,NA,1995,0.3,1,1,1990,5,Female
840,1994,0,NA,14.2,65,NA,AD,NA,A,CN,8,8,BrF,lr,1994-06-05,17,2002,1145,19,1995-06-05,436,26.504566802620193,21.8,30.8,NA,1995,1,1,1,1990,4,Female
840,1994,0,NA,14.6,NA,NA,KB,11:25:00,A,CN,8,8,BrF,NA,1994-06-05,17,2002,1146,28,1999-08-19,958,26.504566802620193,21.8,30.8,NA,1999,5.2,1,1,1990,4,Female
839,1995,0,NA,13.7,65.5,NA,AD,NA,J,CN,0,NA,ABX,n,1995-03-06,19,1995,1147,19,1995-06-04,433,27.813760683760684,22.8,33.3,NA,1995,0.2,0,1,1990,5,Female
838,1994,0,NA,NA,NA,NA,JK,NA,SA,CN,3,1,ABX,NA,1994-10-07,17,1997,1148,19,1995-06-05,437,27.113118279569893,23.2,32.6,175.05,1995,0.7,1,1,1990,4,Female
838,1994,0,NA,12.8,66,NA,AD,NA,SA,CN,3,1,ABX,lr,1994-10-07,17,1997,1149,19,1995-06-04,433,27.113118279569893,23.2,32.6,175.05,1995,0.7,1,1,1990,4,Female
837,1994,1,26,17.1,69,NA,KB,11:00:00,A,CN,4,3,BrM,NA,1994-10-07,17,1998,1150,23,1998-01-15,767,27.113118279569893,23.2,32.6,175.05,1998,3.3,1,1,1990,4,Male
837,1994,1,NA,16.1,66.5,NA,AD,NA,SA,CN,4,3,ABX,n,1994-10-07,17,1998,1151,19,1995-06-04,433,27.113118279569893,23.2,32.6,175.05,1995,0.7,1,1,1990,4,Male
836,1994,1,NA,16.9,66,NA,AD,NA,A,CN,3,2,BrM,n,1994-06-03,17,1997,1152,19,1995-06-03,432,26.504566802620193,21.8,30.8,NA,1995,1,1,1,1990,4,Male
835,1994,0,NA,14,67.5,NA,AD,NA,A,CN,5,6,BrF,lr,1994-06-01,17,1999,1153,19,1995-06-01,430,26.504566802620193,21.8,30.8,NA,1995,1,1,1,1990,4,Female
835,1994,0,NA,14.4,NA,NA,AD,NA,A,CN,5,6,BrF,n,1994-06-01,17,1999,1154,19,1995-07-03,482,26.504566802620193,21.8,30.8,NA,1995,1.1,1,1,1990,4,Female
834,1994,1,NA,NA,66,NA,AD,NA,A,CN,1,NA,BrM,r,1994-06-01,17,1995,1155,19,1995-06-01,430,26.504566802620193,21.8,30.8,NA,1995,1,1,1,1990,4,Male
833,1994,0,NA,13.3,64.5,NA,AD,NA,A,CN,5,3,H,n,1994-05-31,17,1999,1156,19,1995-05-31,428,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Female
832,1994,0,23.9,14.5,66,35.8,DR,10:45:00,A,CN,11,9,BrF,NA,1994-05-31,17,2005,1157,27,1999-05-01,907,26.585091768631813,21.8,30.8,NA,1999,4.9,1,1,1990,4,Female
832,1994,0,NA,14.8,65,NA,AD,NA,A,CN,11,9,BrF,lrt,1994-05-31,17,2005,1158,19,1995-05-31,428,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Female
831,1994,1,NA,15.5,70,NA,AD,NA,A,CN,2,1,BrM,n,1994-05-31,17,1996,1159,19,1995-05-31,428,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Male
830,1994,1,NA,15.5,67,NA,AD,NA,A,CN,2,1,BrM,rlt,1994-05-31,17,1996,1160,19,1995-05-31,428,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Male
828,1994,1,27.2,16.8,69,NA,KO,11:15:00,A,CN,4,NA,ABX,NA,1994-05-27,17,1998,1162,22,1997-07-23,709,26.585091768631813,21.8,30.8,NA,1997,3.2,1,1,1990,4,Male
828,1994,1,NA,15,66,NA,PE,NA,A,CN,4,NA,SEEN2,lr,1994-05-27,17,1998,1163,19,1995-05-27,422,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Male
827,1994,0,NA,14.4,66,NA,PE,NA,A,CN,4,3,BrF,t,1994-05-27,17,1998,1164,19,1995-05-27,422,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Female
826,1994,0,NA,13.7,65,NA,AD,NA,A,CN,8,7,ABX,t,1994-05-26,17,2002,1165,19,1995-05-26,419,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Female
826,1994,0,23.8,15.2,68,36.1,MF,15:45:00,A,CN,8,7,BrF,NA,1994-05-26,17,2002,1166,28,1999-08-30,967,26.585091768631813,21.8,30.8,NA,1999,5.3,1,1,1990,4,Female
825,1994,0,24.4,14.4,NA,35.4,KB,10:50:00,A,CN,12,5,BrF,NA,1994-05-25,17,2006,1167,28,1999-08-20,959,26.585091768631813,21.8,30.8,NA,1999,5.2,1,1,1990,4,Female
825,1994,0,NA,14.5,66,NA,AD,NA,A,CN,12,5,BrF,n,1994-05-25,17,2006,1168,19,1995-05-25,417,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Female
824,1994,1,NA,15.6,64,NA,AD,NA,A,CN,2,3,BrM,t,1994-05-25,17,1996,1169,19,1995-05-25,417,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Male
823,1994,0,24,14.8,66,36.2,IRH,17:30:00,A,CN,9,7,NA,NA,1994-05-23,17,2003,1170,29,1999-12-02,1005,26.585091768631813,21.8,30.8,NA,1999,5.5,1,1,1990,4,Female
823,1994,0,NA,14.8,66,NA,AD,NA,A,CN,9,7,BrF,n,1994-05-23,17,2003,1171,19,1995-05-23,412,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1990,4,Female
786,1994,1,NA,NA,NA,NA,AD,NA,A,CE,14,NA,NA,NA,1994-07-27,48,2008,1218,48,1995-07-27,503,26.884650537634407,21.8,32,138,1995,1,1,1,1993,1,Male
785,1995,1,NA,NA,NA,NA,NA,NA,J,CE,14,NA,BrM,NA,1995-04-14,48,2009,1219,48,1995-07-13,491,26.941583953680727,22.6,31.9,NA,1995,0.2,1,1,1993,2,Male
781,1994,1,NA,NA,NA,NA,AD,NA,A,CE,4,NA,BrF,NA,1994-06-28,48,1998,1223,48,1995-06-28,477,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1993,1,Male
776,1994,1,NA,NA,NA,NA,AD,NA,A,CN,6,5,BrM,NA,1994-06-18,17,2000,1229,19,1995-06-18,460,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Male
776,1994,1,26.7,17.5,67,NA,DR,17:30:00,A,CN,6,5,BrM,NA,1994-06-18,17,2000,1230,22,1997-07-24,710,26.66148961809418,21.8,31.7,102.8,1997,3.1,1,1,1990,4,Male
776,1994,1,26.3,16.1,69,37.8,DR,17:50:00,A,CN,6,5,BrM,NA,1994-06-18,17,2000,1231,27,1999-04-18,900,26.66148961809418,21.8,31.7,102.8,1999,4.8,1,1,1990,4,Male
775,1994,0,NA,NA,NA,NA,AD,NA,A,CN,3,NA,BrF,NA,1994-06-17,17,1997,1232,19,1995-06-17,458,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
774,1994,0,NA,NA,NA,NA,AD,NA,A,CN,8,8,ABX,NA,1994-06-17,17,2002,1233,19,1995-06-17,458,26.66148961809418,21.8,31.7,102.8,1995,1,1,1,1990,4,Female
770,1994,0,NA,NA,NA,NA,NA,NA,A,CE,3,NA,ABX,NA,1994-05-25,48,1997,1237,48,1995-05-25,416,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1993,1,Female
766,1994,0,NA,NA,NA,NA,NA,NA,A,CE,4,NA,ABX,NA,1994-05-23,48,1998,1243,48,1995-05-23,411,26.585091768631813,21.8,30.8,NA,1995,1,1,1,1993,1,Female
681,1993,1,NA,16.3,66.5,NA,AD,NA,A,CN,2,NA,BrM,n,1993-07-25,16,1995,1346,19,1995-06-24,470,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Male
681,1993,1,NA,16.7,68,NA,LG,NA,A,CN,2,NA,BrM,TAIL,1993-07-25,16,1995,1347,17,1994-07-25,359,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
680,1993,0,NA,16.1,66,NA,LG,NA,A,CN,2,NA,BrF,NO,1993-07-25,16,1995,1348,17,1994-07-25,359,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
679,1993,0,NA,NA,66,NA,LG,NA,A,CN,5,2,BrF,NO,1993-07-25,16,1998,1349,17,1994-07-25,359,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
679,1993,0,NA,13.2,67,NA,AD,NA,A,CN,5,2,ABX,n,1993-07-25,16,1998,1350,19,1995-06-19,463,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Female
678,1993,0,NA,14.8,67,NA,LG,NA,A,CN,2,NA,BrF,NO,1993-07-24,16,1995,1351,17,1994-07-24,358,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
677,1993,0,24.6,15.2,67,NA,KO,11:00:00,A,CN,8,6,BrF,NA,1993-07-24,16,2001,1352,22,1997-07-12,688,26.515510752688172,22.2,31.9,NA,1997,4,1,1,1990,3,Female
677,1993,0,NA,15.6,68,NA,LG,NA,A,CN,8,6,BrF,NO,1993-07-24,16,2001,1353,17,1994-07-24,358,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
677,1993,0,NA,NA,NA,NA,AD,NA,A,CN,8,6,BrF,NA,1993-07-24,16,2001,1354,19,1995-06-16,456,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Female
677,1993,0,25,15.4,67,37,KB,10:25:00,A,CN,8,6,BrF,NA,1993-07-24,16,2001,1355,26,1999-01-26,894,26.515510752688172,22.2,31.9,NA,1999,5.5,1,1,1990,3,Female
676,1993,1,NA,15.5,71,NA,LG,NA,A,CN,8,6,BrM,NO,1993-07-24,16,2001,1356,17,1994-07-24,358,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
676,1993,1,26.2,15.6,71,36.9,IRH,08:30:00,A,CN,8,6,NA,NA,1993-07-24,16,2001,1357,29,1999-11-21,987,26.515510752688172,22.2,31.9,NA,1999,6.3,1,1,1990,3,Male
676,1993,1,NA,15.3,70,NA,JK,NA,A,CN,8,6,BrM,n,1993-07-24,16,2001,1358,19,1995-06-19,464,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Male
675,1993,0,NA,15,66,NA,LG,NA,A,CN,5,4,BrF,NO,1993-07-24,16,1998,1359,17,1994-07-24,358,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
674,1993,1,NA,15.4,71,NA,LG,NA,A,CN,6,4,BrM,NO,1993-07-24,16,1999,1360,17,1994-07-24,358,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
674,1993,1,NA,16.2,69.5,NA,AD,NA,A,CN,6,4,BrM,t,1993-07-24,16,1999,1361,19,1995-06-18,460,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Male
673,1993,1,NA,16,68,NA,LG,NA,A,CN,3,4,BrM,NO,1993-07-24,16,1996,1363,17,1994-07-24,358,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
673,1993,1,NA,17,67.5,NA,AD,NA,A,CN,3,4,BrM,n,1993-07-24,16,1996,1364,19,1995-06-17,458,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Male
672,1993,1,NA,15.8,67,NA,LG,NA,SA,CN,6,2,AB,NO,1993-11-25,16,1999,1365,17,1994-07-23,356,27.26774193548387,22.4,32.3,NA,1994,0.7,1,1,1990,3,Male
672,1993,1,NA,15.7,68,NA,AD,NA,A,CN,6,2,BrM,n,1993-11-25,16,1999,1366,19,1995-05-25,417,27.26774193548387,22.4,32.3,NA,1995,1.5,1,1,1990,3,Male
671,1993,0,NA,14.1,66,NA,LG,NA,A,CN,2,1,BrF,TAIL,1993-07-23,16,1995,1367,17,1994-07-23,356,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
670,1993,0,NA,14.7,69,NA,LG,NA,A,CN,9,2,AB,TAIL,1993-07-23,16,2002,1368,17,1994-07-23,356,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
669,1993,1,NA,NA,68,NA,LG,NA,A,CN,1,NA,BrM,NO,1993-07-23,16,1994,1369,17,1994-07-23,356,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
668,1994,1,25.2,16.6,68,36,KB,10:45:00,A,CN,8,3,BrM,NA,1994-04-23,17,2002,1370,26,1999-01-26,894,26.96738343529848,21.8,31.8,NA,1999,4.8,1,1,1990,4,Male
668,1994,1,NA,15.6,66,NA,LG,NA,J,CN,8,3,BrM,NO,1994-04-23,17,2002,1371,17,1994-07-22,354,26.96738343529848,21.8,31.8,NA,1994,0.2,1,1,1990,4,Male
667,1994,1,NA,15.3,67,NA,LG,NA,J,CN,1,NA,BrM,NO,1994-04-22,17,1995,1372,17,1994-07-21,353,26.96738343529848,21.8,31.8,NA,1994,0.2,1,1,1990,4,Male
667,1994,1,NA,15.4,66,NA,AD,NA,A,CN,1,NA,ABX,n,1994-04-22,17,1995,1373,19,1995-06-16,456,26.96738343529848,21.8,31.8,NA,1995,1.2,1,1,1990,4,Male
666,1993,0,NA,15.4,69,NA,LG,NA,A,CN,11,4,AB,NO,1993-07-21,16,2004,1374,17,1994-07-21,353,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
665,1993,0,NA,17.9,68,NA,LG,NA,A,CN,5,NA,ABX,NO,1993-07-21,16,1998,1375,17,1994-07-21,353,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
664,1993,1,NA,16.7,69,NA,LG,NA,A,CN,2,NA,ABX,NO,1993-07-21,16,1995,1376,17,1994-07-21,353,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
663,1993,0,NA,16,63.5,NA,AD,NA,A,CN,7,4,BrF,n,1993-07-21,16,2000,1377,19,1995-06-26,474,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Female
663,1993,0,23.9,14.9,66,36.5,DR,15:00:00,A,CN,7,4,NA,NA,1993-07-21,16,2000,1378,29,1999-12-05,1009,26.515510752688172,22.2,31.9,NA,1999,6.4,1,1,1990,3,Female
663,1993,0,NA,15.6,66,NA,LG,NA,A,CN,7,4,BrF,NO,1993-07-21,16,2000,1379,17,1994-07-21,353,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
659,1993,0,NA,13.6,67,NA,LG,NA,A,CE,15,NA,BrF,NO,1993-07-20,46,2008,1383,47,1994-07-20,351,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1993,0,Female
650,1993,0,NA,15,69,NA,LG,NA,A,CE,15,NA,BrF,NA,1993-07-18,46,2008,1394,47,1994-07-18,347,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1993,0,Female
646,1993,0,NA,15.5,65,NA,LG,NA,A,CE,16,NA,BrF,NA,1993-07-18,46,2009,1398,47,1994-07-18,347,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1993,0,Female
646,1993,0,NA,NA,NA,NA,AD,NA,A,CE,16,NA,BrF,NA,1993-07-18,46,2009,1399,48,1995-06-08,442,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1993,0,Female
643,1993,0,NA,16.3,65,NA,LG,NA,A,CE,16,NA,U,NA,1993-07-18,46,2009,1403,47,1994-07-18,347,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1993,0,Female
642,1993,1,NA,15.3,66,NA,LG,NA,A,CN,2,3,BrM,NA,1993-07-17,16,1995,1404,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
642,1993,1,NA,15.4,67.9,NA,AD,NA,A,CN,2,3,BrM,n,1993-07-17,16,1995,1405,19,1995-06-30,479,26.515510752688172,22.2,31.9,NA,1995,2,1,1,1990,3,Male
641,1993,0,NA,14.7,66,NA,LG,NA,A,CN,5,5,AB,NA,1993-07-17,16,1998,1406,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
640,1993,0,NA,NA,67,NA,LG,NA,A,CN,6,1,BrF,NA,1993-07-17,16,1999,1407,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
639,1994,0,22.6,14.8,66,35.4,DR,12:00:00,A,CN,8,8,BrF,NA,1994-04-18,17,2002,1408,25,1998-08-05,841,26.96738343529848,21.8,31.8,NA,1998,4.3,1,1,1990,4,Female
639,1994,0,NA,13.8,66,NA,LG,NA,J,CN,8,8,BrF,NA,1994-04-18,17,2002,1409,17,1994-07-17,345,26.96738343529848,21.8,31.8,NA,1994,0.2,1,1,1990,4,Female
638,1993,0,NA,17.8,68,NA,LG,NA,A,CN,9,3,BrF,NA,1993-07-17,16,2002,1410,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
637,1993,1,NA,16.2,70,NA,AD,NA,A,CN,5,9,BrM,n,1993-07-17,16,1998,1411,19,1995-06-16,456,26.515510752688172,22.2,31.9,NA,1995,1.9,1,1,1990,3,Male
637,1993,1,27,16.7,70,NA,KO,16:00:00,A,CN,5,9,BrM,NA,1993-07-17,16,1998,1412,22,1997-07-09,683,26.515510752688172,22.2,31.9,NA,1997,4,1,1,1990,3,Male
637,1993,1,NA,16.6,70,NA,LG,NA,A,CN,5,9,BrM,NA,1993-07-17,16,1998,1413,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
636,1993,1,NA,15.7,71,NA,LG,NA,A,CN,5,4,BrM,NA,1993-07-17,16,1998,1414,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
635,1993,0,NA,15.1,67,NA,LG,NA,A,CN,5,2,BrF,NA,1993-07-17,16,1998,1415,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
634,1993,1,NA,16.5,70,NA,LG,NA,A,CN,11,8,BrM,NA,1993-07-17,16,2004,1416,17,1994-07-17,345,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
638,1993,0,24.7,14.8,69,35.6,DR,10:40:00,A,CN,9,3,BrF,NA,1993-07-17,16,2002,1417,25,1998-09-09,872,26.515510752688172,22.2,31.9,NA,1998,5.2,1,1,1990,3,Female
633,1993,1,NA,17.2,69.5,NA,AD,NA,A,CN,4,4,BrM,n,1993-07-16,16,1997,1418,19,1995-06-29,478,26.515510752688172,22.2,31.9,NA,1995,2,1,1,1990,3,Male
633,1993,1,NA,16.6,67,NA,JK,NA,A,CN,4,4,BrM,NA,1993-07-16,16,1997,1419,17,1994-07-16,343,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
632,1993,1,24.7,15.5,68,36,DR,10:43:00,A,CN,7,6,BrM,NA,1993-07-16,16,2000,1420,27,1999-04-27,903,26.515510752688172,22.2,31.9,NA,1999,5.8,1,1,1990,3,Male
632,1993,1,NA,15.2,70,NA,LG,NA,A,CN,7,6,BrM,NA,1993-07-16,16,2000,1421,17,1994-07-16,344,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
641,1993,0,25.7,14.4,65,NA,KB,14:40:00,A,CN,5,5,ABX,NA,1993-07-17,16,1998,1422,23,1998-02-12,784,26.515510752688172,22.2,31.9,NA,1998,4.6,1,1,1990,3,Female
631,1994,1,NA,14.6,68,NA,LG,NA,FL,CN,1,NA,FL,NA,1994-05-17,17,1995,1423,17,1994-07-16,344,26.585091768631813,21.8,30.8,NA,1994,0.2,1,1,1990,4,Male
631,1994,1,NA,16,70.5,NA,AD,NA,A,CN,1,NA,SEEN1,t,1994-05-17,17,1995,1424,19,1995-08-14,522,26.585091768631813,21.8,30.8,NA,1995,1.2,1,1,1990,4,Male
630,1993,0,NA,14.4,69,NA,LG,NA,A,CN,3,1,BrF,NA,1993-07-16,16,1996,1425,17,1994-07-16,344,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Female
629,1993,1,NA,17.7,71,NA,JK,NA,A,CN,7,7,BrM,NA,1993-07-16,16,2000,1426,21,1996-07-15,574,26.515510752688172,22.2,31.9,NA,1996,3,1,1,1990,3,Male
629,1993,1,25.9,18.2,70.5,36.9,KB,17:05:00,A,CN,7,7,BrM,NA,1993-07-16,16,2000,1427,28,1999-09-05,972,26.515510752688172,22.2,31.9,NA,1999,6.1,1,1,1990,3,Male
629,1993,1,NA,15.8,69,NA,LG,NA,A,CN,7,7,AB,NA,1993-07-16,16,2000,1428,17,1994-07-16,344,26.515510752688172,22.2,31.9,NA,1994,1,1,1,1990,3,Male
629,1993,1,25.6,17.5,66,37.6,DR,17:30:00,A,CN,7,7,BrM,NA,1993-07-16,16,2000,1429,27,1999-05-01,907,26.515510752688172,22.2,31.9,NA,1999,5.8,1,1,1990,3,Male
628,1993,0,NA,14.5,66,NA,AD,NA,A,CN,11,7,BrF,n,1993-07-16,16,2004,1430,19,1995-07-09,487,26.515510752688172,22.2,31.9,NA,1995,2,1,1,1990,3,Female
